split,class_name,patch_id,segment_id,dataset_path,source_crop_path
train,other,parking_patch_01,34,data/classifier/train/other/parking_patch_01_segment_34.png,outputs/labeling/parking_patch_01/crops/segment_34.png
train,other,parking_patch_01,41,data/classifier/train/other/parking_patch_01_segment_41.png,outputs/labeling/parking_patch_01/crops/segment_41.png
train,other,parking_patch_01,43,data/classifier/train/other/parking_patch_01_segment_43.png,outputs/labeling/parking_patch_01/crops/segment_43.png
train,other,parking_patch_01,47,data/classifier/train/other/parking_patch_01_segment_47.png,outputs/labeling/parking_patch_01/crops/segment_47.png
train,other,parking_patch_01,5,data/classifier/train/other/parking_patch_01_segment_5.png,outputs/labeling/parking_patch_01/crops/segment_5.png
train,other,parking_patch_01,50,data/classifier/train/other/parking_patch_01_segment_50.png,outputs/labeling/parking_patch_01/crops/segment_50.png
train,other,parking_patch_01,54,data/classifier/train/other/parking_patch_01_segment_54.png,outputs/labeling/parking_patch_01/crops/segment_54.png
train,other,parking_patch_01,56,data/classifier/train/other/parking_patch_01_segment_56.png,outputs/labeling/parking_patch_01/crops/segment_56.png
train,other,parking_patch_01,6,data/classifier/train/other/parking_patch_01_segment_6.png,outputs/labeling/parking_patch_01/crops/segment_6.png
train,other,parking_patch_01,62,data/classifier/train/other/parking_patch_01_segment_62.png,outputs/labeling/parking_patch_01/crops/segment_62.png
train,other,parking_patch_01,64,data/classifier/train/other/parking_patch_01_segment_64.png,outputs/labeling/parking_patch_01/crops/segment_64.png
train,other,parking_patch_01,67,data/classifier/train/other/parking_patch_01_segment_67.png,outputs/labeling/parking_patch_01/crops/segment_67.png
train,other,parking_patch_01,68,data/classifier/train/other/parking_patch_01_segment_68.png,outputs/labeling/parking_patch_01/crops/segment_68.png
train,other,parking_patch_01,69,data/classifier/train/other/parking_patch_01_segment_69.png,outputs/labeling/parking_patch_01/crops/segment_69.png
train,other,train_04_r1c0,10,data/classifier/train/other/train_04_r1c0_segment_10.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_10.png
train,other,train_04_r1c0,11,data/classifier/train/other/train_04_r1c0_segment_11.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_11.png
train,other,train_04_r1c0,13,data/classifier/train/other/train_04_r1c0_segment_13.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_13.png
train,other,train_04_r1c0,14,data/classifier/train/other/train_04_r1c0_segment_14.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_14.png
train,other,train_04_r1c0,16,data/classifier/train/other/train_04_r1c0_segment_16.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_16.png
train,other,train_04_r1c0,19,data/classifier/train/other/train_04_r1c0_segment_19.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_19.png
train,other,train_04_r1c0,20,data/classifier/train/other/train_04_r1c0_segment_20.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_20.png
train,other,train_04_r1c0,21,data/classifier/train/other/train_04_r1c0_segment_21.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_21.png
train,other,train_04_r1c0,22,data/classifier/train/other/train_04_r1c0_segment_22.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_22.png
train,other,train_04_r1c0,23,data/classifier/train/other/train_04_r1c0_segment_23.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_23.png
train,other,train_04_r1c0,25,data/classifier/train/other/train_04_r1c0_segment_25.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_25.png
train,other,train_04_r1c0,29,data/classifier/train/other/train_04_r1c0_segment_29.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_29.png
train,other,train_04_r1c0,30,data/classifier/train/other/train_04_r1c0_segment_30.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_30.png
train,other,train_04_r1c0,35,data/classifier/train/other/train_04_r1c0_segment_35.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_35.png
train,other,train_04_r1c0,42,data/classifier/train/other/train_04_r1c0_segment_42.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_42.png
train,other,train_04_r1c0,5,data/classifier/train/other/train_04_r1c0_segment_5.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_5.png
train,other,train_04_r1c0,6,data/classifier/train/other/train_04_r1c0_segment_6.png,outputs/labeling/source_patches/train/train_04_r1c0/crops/segment_6.png
train,other,train_04_r1c1,1,data/classifier/train/other/train_04_r1c1_segment_1.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_1.png
train,other,train_04_r1c1,10,data/classifier/train/other/train_04_r1c1_segment_10.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_10.png
train,other,train_04_r1c1,101,data/classifier/train/other/train_04_r1c1_segment_101.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_101.png
train,other,train_04_r1c1,14,data/classifier/train/other/train_04_r1c1_segment_14.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_14.png
train,other,train_04_r1c1,21,data/classifier/train/other/train_04_r1c1_segment_21.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_21.png
train,other,train_04_r1c1,29,data/classifier/train/other/train_04_r1c1_segment_29.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_29.png
train,other,train_04_r1c1,31,data/classifier/train/other/train_04_r1c1_segment_31.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_31.png
train,other,train_04_r1c1,37,data/classifier/train/other/train_04_r1c1_segment_37.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_37.png
train,other,train_04_r1c1,45,data/classifier/train/other/train_04_r1c1_segment_45.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_45.png
train,other,train_04_r1c1,50,data/classifier/train/other/train_04_r1c1_segment_50.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_50.png
train,other,train_04_r1c1,54,data/classifier/train/other/train_04_r1c1_segment_54.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_54.png
train,other,train_04_r1c1,56,data/classifier/train/other/train_04_r1c1_segment_56.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_56.png
train,other,train_04_r1c1,62,data/classifier/train/other/train_04_r1c1_segment_62.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_62.png
train,other,train_04_r1c1,64,data/classifier/train/other/train_04_r1c1_segment_64.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_64.png
train,other,train_04_r1c1,65,data/classifier/train/other/train_04_r1c1_segment_65.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_65.png
train,other,train_04_r1c1,7,data/classifier/train/other/train_04_r1c1_segment_7.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_7.png
train,other,train_04_r1c1,78,data/classifier/train/other/train_04_r1c1_segment_78.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_78.png
train,other,train_04_r1c1,80,data/classifier/train/other/train_04_r1c1_segment_80.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_80.png
train,other,train_04_r1c1,87,data/classifier/train/other/train_04_r1c1_segment_87.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_87.png
train,other,train_04_r1c1,89,data/classifier/train/other/train_04_r1c1_segment_89.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_89.png
train,other,train_04_r1c1,93,data/classifier/train/other/train_04_r1c1_segment_93.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_93.png
train,other,train_04_r1c1,94,data/classifier/train/other/train_04_r1c1_segment_94.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_94.png
train,other,train_04_r1c1,99,data/classifier/train/other/train_04_r1c1_segment_99.png,outputs/labeling/source_patches/train/train_04_r1c1/crops/segment_99.png
train,other,train_05_r1c1,13,data/classifier/train/other/train_05_r1c1_segment_13.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_13.png
train,other,train_05_r1c1,17,data/classifier/train/other/train_05_r1c1_segment_17.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_17.png
train,other,train_05_r1c1,20,data/classifier/train/other/train_05_r1c1_segment_20.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_20.png
train,other,train_05_r1c1,22,data/classifier/train/other/train_05_r1c1_segment_22.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_22.png
train,other,train_05_r1c1,26,data/classifier/train/other/train_05_r1c1_segment_26.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_26.png
train,other,train_05_r1c1,27,data/classifier/train/other/train_05_r1c1_segment_27.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_27.png
train,other,train_05_r1c1,28,data/classifier/train/other/train_05_r1c1_segment_28.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_28.png
train,other,train_05_r1c1,5,data/classifier/train/other/train_05_r1c1_segment_5.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_5.png
train,other,train_05_r1c1,6,data/classifier/train/other/train_05_r1c1_segment_6.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_6.png
train,other,train_05_r1c1,7,data/classifier/train/other/train_05_r1c1_segment_7.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_7.png
train,other,train_05_r1c1,9,data/classifier/train/other/train_05_r1c1_segment_9.png,outputs/labeling/source_patches/train/train_05_r1c1/crops/segment_9.png
train,other,train_09_r0c1,1,data/classifier/train/other/train_09_r0c1_segment_1.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_1.png
train,other,train_09_r0c1,12,data/classifier/train/other/train_09_r0c1_segment_12.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_12.png
train,other,train_09_r0c1,13,data/classifier/train/other/train_09_r0c1_segment_13.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_13.png
train,other,train_09_r0c1,14,data/classifier/train/other/train_09_r0c1_segment_14.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_14.png
train,other,train_09_r0c1,16,data/classifier/train/other/train_09_r0c1_segment_16.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_16.png
train,other,train_09_r0c1,17,data/classifier/train/other/train_09_r0c1_segment_17.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_17.png
train,other,train_09_r0c1,18,data/classifier/train/other/train_09_r0c1_segment_18.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_18.png
train,other,train_09_r0c1,5,data/classifier/train/other/train_09_r0c1_segment_5.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_5.png
train,other,train_09_r0c1,7,data/classifier/train/other/train_09_r0c1_segment_7.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_7.png
train,other,train_09_r0c1,8,data/classifier/train/other/train_09_r0c1_segment_8.png,outputs/labeling/source_patches/train/train_09_r0c1/crops/segment_8.png
train,other,train_16_r0c1,1,data/classifier/train/other/train_16_r0c1_segment_1.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_1.png
train,other,train_16_r0c1,12,data/classifier/train/other/train_16_r0c1_segment_12.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_12.png
train,other,train_16_r0c1,15,data/classifier/train/other/train_16_r0c1_segment_15.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_15.png
train,other,train_16_r0c1,2,data/classifier/train/other/train_16_r0c1_segment_2.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_2.png
train,other,train_16_r0c1,24,data/classifier/train/other/train_16_r0c1_segment_24.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_24.png
train,other,train_16_r0c1,29,data/classifier/train/other/train_16_r0c1_segment_29.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_29.png
train,other,train_16_r0c1,36,data/classifier/train/other/train_16_r0c1_segment_36.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_36.png
train,other,train_16_r0c1,39,data/classifier/train/other/train_16_r0c1_segment_39.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_39.png
train,other,train_16_r0c1,4,data/classifier/train/other/train_16_r0c1_segment_4.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_4.png
train,other,train_16_r0c1,40,data/classifier/train/other/train_16_r0c1_segment_40.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_40.png
train,other,train_16_r0c1,43,data/classifier/train/other/train_16_r0c1_segment_43.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_43.png
train,other,train_16_r0c1,46,data/classifier/train/other/train_16_r0c1_segment_46.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_46.png
train,other,train_16_r0c1,5,data/classifier/train/other/train_16_r0c1_segment_5.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_5.png
train,other,train_16_r0c1,6,data/classifier/train/other/train_16_r0c1_segment_6.png,outputs/labeling/source_patches/train/train_16_r0c1/crops/segment_6.png
validation,building,validation_02_r0c2,1,data/classifier/validation/building/validation_02_r0c2_segment_1.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_1.png
validation,building,validation_02_r0c2,34,data/classifier/validation/building/validation_02_r0c2_segment_34.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_34.png
validation,building,validation_02_r0c2,36,data/classifier/validation/building/validation_02_r0c2_segment_36.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_36.png
validation,building,validation_02_r0c2,37,data/classifier/validation/building/validation_02_r0c2_segment_37.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_37.png
validation,building,validation_02_r1c1,19,data/classifier/validation/building/validation_02_r1c1_segment_19.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_19.png
validation,building,validation_07_r1c1,1,data/classifier/validation/building/validation_07_r1c1_segment_1.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_1.png
validation,building,validation_07_r1c1,11,data/classifier/validation/building/validation_07_r1c1_segment_11.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_11.png
validation,building,validation_07_r1c1,12,data/classifier/validation/building/validation_07_r1c1_segment_12.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_12.png
validation,building,validation_07_r1c1,14,data/classifier/validation/building/validation_07_r1c1_segment_14.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_14.png
validation,building,validation_07_r1c1,18,data/classifier/validation/building/validation_07_r1c1_segment_18.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_18.png
validation,building,validation_07_r1c1,21,data/classifier/validation/building/validation_07_r1c1_segment_21.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_21.png
validation,building,validation_07_r1c1,22,data/classifier/validation/building/validation_07_r1c1_segment_22.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_22.png
validation,building,validation_07_r1c1,25,data/classifier/validation/building/validation_07_r1c1_segment_25.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_25.png
validation,building,validation_07_r1c1,28,data/classifier/validation/building/validation_07_r1c1_segment_28.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_28.png
validation,building,validation_07_r1c1,33,data/classifier/validation/building/validation_07_r1c1_segment_33.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_33.png
validation,building,validation_07_r1c1,34,data/classifier/validation/building/validation_07_r1c1_segment_34.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_34.png
validation,building,validation_07_r1c1,40,data/classifier/validation/building/validation_07_r1c1_segment_40.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_40.png
validation,building,validation_07_r1c1,41,data/classifier/validation/building/validation_07_r1c1_segment_41.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_41.png
validation,building,validation_07_r1c1,43,data/classifier/validation/building/validation_07_r1c1_segment_43.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_43.png
validation,building,validation_23_r1c0,20,data/classifier/validation/building/validation_23_r1c0_segment_20.png,outputs/labeling/source_patches/validation/validation_23_r1c0/crops/segment_20.png
validation,building,validation_23_r1c0,9,data/classifier/validation/building/validation_23_r1c0_segment_9.png,outputs/labeling/source_patches/validation/validation_23_r1c0/crops/segment_9.png
validation,building,validation_23_r1c1,11,data/classifier/validation/building/validation_23_r1c1_segment_11.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_11.png
validation,building,validation_23_r1c1,12,data/classifier/validation/building/validation_23_r1c1_segment_12.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_12.png
validation,building,validation_23_r1c1,17,data/classifier/validation/building/validation_23_r1c1_segment_17.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_17.png
validation,building,validation_23_r1c1,2,data/classifier/validation/building/validation_23_r1c1_segment_2.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_2.png
validation,building,validation_23_r1c1,20,data/classifier/validation/building/validation_23_r1c1_segment_20.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_20.png
validation,building,validation_23_r1c1,23,data/classifier/validation/building/validation_23_r1c1_segment_23.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_23.png
validation,building,validation_23_r1c1,26,data/classifier/validation/building/validation_23_r1c1_segment_26.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_26.png
validation,building,validation_23_r1c1,27,data/classifier/validation/building/validation_23_r1c1_segment_27.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_27.png
validation,building,validation_23_r1c1,30,data/classifier/validation/building/validation_23_r1c1_segment_30.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_30.png
validation,building,validation_23_r1c1,34,data/classifier/validation/building/validation_23_r1c1_segment_34.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_34.png
validation,building,validation_23_r1c1,4,data/classifier/validation/building/validation_23_r1c1_segment_4.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_4.png
validation,building,validation_23_r1c1,6,data/classifier/validation/building/validation_23_r1c1_segment_6.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_6.png
validation,building,validation_23_r1c1,7,data/classifier/validation/building/validation_23_r1c1_segment_7.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_7.png
validation,building,validation_28_r1c2,0,data/classifier/validation/building/validation_28_r1c2_segment_0.png,outputs/labeling/source_patches/validation/validation_28_r1c2/crops/segment_0.png
validation,building,validation_28_r1c2,12,data/classifier/validation/building/validation_28_r1c2_segment_12.png,outputs/labeling/source_patches/validation/validation_28_r1c2/crops/segment_12.png
validation,building,validation_28_r1c2,13,data/classifier/validation/building/validation_28_r1c2_segment_13.png,outputs/labeling/source_patches/validation/validation_28_r1c2/crops/segment_13.png
validation,building,validation_28_r1c2,20,data/classifier/validation/building/validation_28_r1c2_segment_20.png,outputs/labeling/source_patches/validation/validation_28_r1c2/crops/segment_20.png
validation,building,validation_28_r1c2,4,data/classifier/validation/building/validation_28_r1c2_segment_4.png,outputs/labeling/source_patches/validation/validation_28_r1c2/crops/segment_4.png
validation,tree,validation_02_r0c2,0,data/classifier/validation/tree/validation_02_r0c2_segment_0.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_0.png
validation,tree,validation_02_r0c2,18,data/classifier/validation/tree/validation_02_r0c2_segment_18.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_18.png
validation,tree,validation_02_r0c2,2,data/classifier/validation/tree/validation_02_r0c2_segment_2.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_2.png
validation,tree,validation_02_r0c2,22,data/classifier/validation/tree/validation_02_r0c2_segment_22.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_22.png
validation,tree,validation_02_r0c2,26,data/classifier/validation/tree/validation_02_r0c2_segment_26.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_26.png
validation,tree,validation_02_r0c2,29,data/classifier/validation/tree/validation_02_r0c2_segment_29.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_29.png
validation,tree,validation_02_r0c2,3,data/classifier/validation/tree/validation_02_r0c2_segment_3.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_3.png
validation,tree,validation_02_r0c2,39,data/classifier/validation/tree/validation_02_r0c2_segment_39.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_39.png
validation,tree,validation_02_r0c2,40,data/classifier/validation/tree/validation_02_r0c2_segment_40.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_40.png
validation,tree,validation_02_r0c2,6,data/classifier/validation/tree/validation_02_r0c2_segment_6.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_6.png
validation,tree,validation_02_r0c2,7,data/classifier/validation/tree/validation_02_r0c2_segment_7.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_7.png
validation,tree,validation_02_r1c1,0,data/classifier/validation/tree/validation_02_r1c1_segment_0.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_0.png
validation,tree,validation_02_r1c1,1,data/classifier/validation/tree/validation_02_r1c1_segment_1.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_1.png
validation,tree,validation_02_r1c1,10,data/classifier/validation/tree/validation_02_r1c1_segment_10.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_10.png
validation,tree,validation_02_r1c1,11,data/classifier/validation/tree/validation_02_r1c1_segment_11.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_11.png
validation,tree,validation_02_r1c1,2,data/classifier/validation/tree/validation_02_r1c1_segment_2.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_2.png
validation,tree,validation_02_r1c1,32,data/classifier/validation/tree/validation_02_r1c1_segment_32.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_32.png
validation,tree,validation_02_r1c1,36,data/classifier/validation/tree/validation_02_r1c1_segment_36.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_36.png
validation,tree,validation_02_r1c1,4,data/classifier/validation/tree/validation_02_r1c1_segment_4.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_4.png
validation,tree,validation_02_r1c1,41,data/classifier/validation/tree/validation_02_r1c1_segment_41.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_41.png
validation,tree,validation_02_r1c1,43,data/classifier/validation/tree/validation_02_r1c1_segment_43.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_43.png
validation,tree,validation_02_r1c1,5,data/classifier/validation/tree/validation_02_r1c1_segment_5.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_5.png
validation,tree,validation_02_r1c1,6,data/classifier/validation/tree/validation_02_r1c1_segment_6.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_6.png
validation,tree,validation_02_r1c1,8,data/classifier/validation/tree/validation_02_r1c1_segment_8.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_8.png
validation,tree,validation_07_r1c1,0,data/classifier/validation/tree/validation_07_r1c1_segment_0.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_0.png
validation,tree,validation_07_r1c1,13,data/classifier/validation/tree/validation_07_r1c1_segment_13.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_13.png
validation,tree,validation_07_r1c1,3,data/classifier/validation/tree/validation_07_r1c1_segment_3.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_3.png
validation,tree,validation_07_r1c1,4,data/classifier/validation/tree/validation_07_r1c1_segment_4.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_4.png
validation,tree,validation_07_r1c1,6,data/classifier/validation/tree/validation_07_r1c1_segment_6.png,outputs/labeling/source_patches/validation/validation_07_r1c1/crops/segment_6.png
validation,tree,validation_23_r1c0,1,data/classifier/validation/tree/validation_23_r1c0_segment_1.png,outputs/labeling/source_patches/validation/validation_23_r1c0/crops/segment_1.png
validation,tree,validation_23_r1c0,11,data/classifier/validation/tree/validation_23_r1c0_segment_11.png,outputs/labeling/source_patches/validation/validation_23_r1c0/crops/segment_11.png
validation,tree,validation_23_r1c0,13,data/classifier/validation/tree/validation_23_r1c0_segment_13.png,outputs/labeling/source_patches/validation/validation_23_r1c0/crops/segment_13.png
validation,tree,validation_23_r1c0,7,data/classifier/validation/tree/validation_23_r1c0_segment_7.png,outputs/labeling/source_patches/validation/validation_23_r1c0/crops/segment_7.png
validation,tree,validation_23_r1c1,0,data/classifier/validation/tree/validation_23_r1c1_segment_0.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_0.png
validation,tree,validation_23_r1c1,14,data/classifier/validation/tree/validation_23_r1c1_segment_14.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_14.png
validation,tree,validation_23_r1c1,24,data/classifier/validation/tree/validation_23_r1c1_segment_24.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_24.png
validation,tree,validation_23_r1c1,28,data/classifier/validation/tree/validation_23_r1c1_segment_28.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_28.png
validation,tree,validation_23_r1c1,29,data/classifier/validation/tree/validation_23_r1c1_segment_29.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_29.png
validation,tree,validation_23_r1c1,3,data/classifier/validation/tree/validation_23_r1c1_segment_3.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_3.png
validation,tree,validation_23_r1c1,37,data/classifier/validation/tree/validation_23_r1c1_segment_37.png,outputs/labeling/source_patches/validation/validation_23_r1c1/crops/segment_37.png
validation,tree,validation_28_r1c2,11,data/classifier/validation/tree/validation_28_r1c2_segment_11.png,outputs/labeling/source_patches/validation/validation_28_r1c2/crops/segment_11.png
validation,tree,validation_28_r1c2,3,data/classifier/validation/tree/validation_28_r1c2_segment_3.png,outputs/labeling/source_patches/validation/validation_28_r1c2/crops/segment_3.png
validation,car,validation_02_r0c2,23,data/classifier/validation/car/validation_02_r0c2_segment_23.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_23.png
validation,car,validation_02_r0c2,30,data/classifier/validation/car/validation_02_r0c2_segment_30.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_30.png
validation,car,validation_02_r0c2,41,data/classifier/validation/car/validation_02_r0c2_segment_41.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_41.png
validation,car,validation_02_r0c2,42,data/classifier/validation/car/validation_02_r0c2_segment_42.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_42.png
validation,car,validation_02_r0c2,8,data/classifier/validation/car/validation_02_r0c2_segment_8.png,outputs/labeling/source_patches/validation/validation_02_r0c2/crops/segment_8.png
validation,car,validation_02_r1c1,16,data/classifier/validation/car/validation_02_r1c1_segment_16.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_16.png
validation,car,validation_02_r1c1,17,data/classifier/validation/car/validation_02_r1c1_segment_17.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_17.png
validation,car,validation_02_r1c1,18,data/classifier/validation/car/validation_02_r1c1_segment_18.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_18.png
validation,car,validation_02_r1c1,22,data/classifier/validation/car/validation_02_r1c1_segment_22.png,outputs/labeling/source_patches/validation/validation_02_r1c1/crops/segment_22.png
